image_name,component_id,area,perimeter,circularity,eccentricity,centroid_x,centroid_y,bbox_min_row,bbox_min_col,bbox_max_row,bbox_max_col
TCGA-18-5592-01Z-00-DX1,94,5.0,9.1553,0.7496,0.9558,35.6,89.6,89,34,91,38
TCGA-18-5592-01Z-00-DX1,95,22.0,17.5251,0.9001,0.8345,153.1818,91.5,89,151,95,156
TCGA-18-5592-01Z-00-DX1,99,9.0,11.6068,0.8395,0.9294,249.7778,90.4444,90,248,92,253
TCGA-18-5592-01Z-00-DX1,100,9.0,11.8368,0.8072,0.9229,99.5556,93.6667,92,98,96,102
TCGA-18-5592-01Z-00-DX1,101,24.0,18.0805,0.9226,0.8415,45.5833,95.7917,93,44,100,48
TCGA-18-5592-01Z-00-DX1,102,93.0,61.1753,0.3123,0.9474,205.3871,98.9785,93,197,105,217
TCGA-18-5592-01Z-00-DX1,105,5.0,7.8145,1.0,0.8165,8.6,96.8,96,8,99,10
TCGA-18-5592-01Z-00-DX1,106,8.0,9.7106,1.0,0.6124,15.125,97.125,96,14,99,17
TCGA-18-5592-01Z-00-DX1,107,16.0,19.6513,0.5207,0.936,33.8125,101.5,98,32,106,36
TCGA-18-5592-01Z-00-DX1,108,11.0,12.3921,0.9001,0.6369,93.7273,99.3636,98,92,102,96
TCGA-18-5592-01Z-00-DX1,111,62.0,36.391,0.5883,0.8373,77.4355,106.5161,100,74,113,82
TCGA-18-5592-01Z-00-DX1,112,40.0,22.6581,0.9791,0.5828,138.6,103.125,100,136,107,143
TCGA-18-5592-01Z-00-DX1,113,19.0,16.9698,0.8291,0.8728,130.5263,103.8421,101,129,108,133
TCGA-18-5592-01Z-00-DX1,114,7.0,10.496,0.7985,0.8021,229.1429,101.8571,101,228,104,232
TCGA-18-5592-01Z-00-DX1,115,12.0,12.3921,0.982,0.795,67.0833,103.8333,102,66,107,69
TCGA-18-5592-01Z-00-DX1,116,13.0,15.0737,0.719,0.933,56.8462,104.3846,103,54,107,60
TCGA-18-5592-01Z-00-DX1,117,27.0,21.3174,0.7466,0.9322,183.1852,105.8519,104,179,108,188
TCGA-18-5592-01Z-00-DX1,119,11.0,13.7329,0.733,0.9381,10.0909,107.5455,105,9,111,12
TCGA-18-5592-01Z-00-DX1,120,33.0,21.5474,0.8932,0.8228,125.0,108.9394,106,122,113,129
TCGA-18-5592-01Z-00-DX1,122,5.0,7.8145,1.0,0.8165,154.4,107.8,107,154,110,156
TCGA-18-5592-01Z-00-DX1,123,12.0,12.3921,0.982,0.795,18.9167,110.1667,108,18,113,21
TCGA-18-5592-01Z-00-DX1,124,22.0,20.762,0.6413,0.9207,168.0,110.9545,108,165,114,172
TCGA-18-5592-01Z-00-DX1,127,7.0,11.2814,0.6912,0.9556,240.1429,109.7143,109,238,112,243
TCGA-18-5592-01Z-00-DX1,128,25.0,19.6513,0.8135,0.9066,96.68,113.12,110,94,117,100
TCGA-18-5592-01Z-00-DX1,129,28.0,19.4213,0.9329,0.6622,108.6786,112.25,110,106,115,113
TCGA-18-5592-01Z-00-DX1,131,12.0,12.9475,0.8995,0.7297,207.25,112.0833,111,206,115,210
TCGA-18-5592-01Z-00-DX1,132,10.0,14.2883,0.6155,0.9045,213.2,111.7,111,211,114,217
TCGA-18-5592-01Z-00-DX1,133,6.0,8.3699,1.0,0.7906,41.0,113.5,113,40,115,43
TCGA-18-5592-01Z-00-DX1,134,13.0,12.9475,0.9745,0.8362,162.0,117.0,115,161,120,164
TCGA-18-5592-01Z-00-DX1,135,34.0,25.0143,0.6828,0.9519,68.8235,119.1471,116,65,124,74
TCGA-18-5592-01Z-00-DX1,136,16.0,14.2883,0.9849,0.5084,122.625,119.25,117,121,122,125
TCGA-18-5592-01Z-00-DX1,137,30.0,21.3174,0.8296,0.8609,222.5,120.1667,118,219,123,227
TCGA-18-5592-01Z-00-DX1,138,30.0,21.5474,0.812,0.7898,246.2,120.8667,118,243,125,250
TCGA-18-5592-01Z-00-DX1,139,41.0,29.1319,0.6071,0.9407,39.6585,120.8537,119,33,124,46
TCGA-18-5592-01Z-00-DX1,140,20.0,16.9698,0.8727,0.7623,115.05,121.6,119,113,125,118
TCGA-18-5592-01Z-00-DX1,141,42.0,29.1319,0.6219,0.8632,197.0714,120.9762,119,193,125,203
TCGA-18-5592-01Z-00-DX1,145,17.0,16.4144,0.7929,0.8637,100.1176,124.4118,122,98,128,103
TCGA-18-5592-01Z-00-DX1,146,10.0,11.0514,1.0,0.6124,168.0,124.8,123,167,127,170
TCGA-18-5592-01Z-00-DX1,147,16.0,19.6513,0.5207,0.8636,233.9375,126.5625,125,231,129,238
TCGA-18-5592-01Z-00-DX1,148,13.0,14.2883,0.8002,0.6567,52.7692,127.1538,126,51,130,56
TCGA-18-5592-01Z-00-DX1,149,36.0,26.3551,0.6513,0.9496,112.1389,130.1944,126,108,135,117
TCGA-18-5592-01Z-00-DX1,150,14.0,13.7329,0.9329,0.5807,187.6429,127.5714,126,186,131,190
TCGA-18-5592-01Z-00-DX1,151,16.0,14.2883,0.9849,0.6255,136.0,128.625,127,134,131,139
TCGA-18-5592-01Z-00-DX1,152,7.0,9.7106,0.9329,0.8887,40.2857,128.5714,128,39,130,43
TCGA-18-5592-01Z-00-DX1,154,32.0,24.7843,0.6546,0.9208,201.8438,130.7812,129,197,134,207
TCGA-18-5592-01Z-00-DX1,155,13.0,13.7329,0.8662,0.8623,21.4615,132.7692,131,19,135,24
TCGA-18-5592-01Z-00-DX1,156,24.0,20.762,0.6997,0.9397,33.7083,134.0417,132,30,137,38
TCGA-18-5592-01Z-00-DX1,158,6.0,8.3699,1.0,0.7906,235.5,134.0,133,235,136,237
TCGA-18-5592-01Z-00-DX1,159,22.0,18.8659,0.7767,0.9165,52.6818,135.5,134,49,138,57
TCGA-18-5592-01Z-00-DX1,162,5.0,7.8145,1.0,0.8165,109.2,136.4,136,108,138,111
TCGA-18-5592-01Z-00-DX1,164,25.0,18.6359,0.9046,0.828,89.64,142.32,139,88,146,92
TCGA-18-5592-01Z-00-DX1,165,9.0,12.3921,0.7365,0.922,100.4444,139.7778,139,98,142,103
TCGA-18-5592-01Z-00-DX1,167,10.0,12.3921,0.8183,0.6652,15.7,141.8,140,14,144,18
TCGA-18-5592-01Z-00-DX1,168,28.0,27.0057,0.4825,0.9778,51.5,141.1429,140,46,143,58
TCGA-18-5592-01Z-00-DX1,169,32.0,27.2358,0.5421,0.9175,177.9375,143.5938,140,174,147,183
TCGA-18-5592-01Z-00-DX1,170,26.0,19.0959,0.896,0.6753,71.5,145.1923,142,69,149,75
TCGA-18-5592-01Z-00-DX1,171,15.0,14.2883,0.9233,0.7361,223.8667,143.8,142,222,146,227
TCGA-18-5592-01Z-00-DX1,172,8.0,11.6068,0.7462,0.8062,12.75,145.0,143,12,147,15
TCGA-18-5592-01Z-00-DX1,173,5.0,7.8145,1.0,0.8165,202.2,144.6,144,201,146,204
TCGA-18-5592-01Z-00-DX1,174,14.0,12.9475,1.0,0.6708,84.5,146.5,145,83,149,87
TCGA-18-5592-01Z-00-DX1,175,19.0,19.0959,0.6548,0.8418,98.6842,147.6842,146,96,151,103
TCGA-18-5592-01Z-00-DX1,176,8.0,9.7106,1.0,0.6124,106.875,147.125,146,106,149,109
TCGA-18-5592-01Z-00-DX1,177,35.0,26.6804,0.6179,0.9417,117.2286,149.6571,146,114,156,121
TCGA-18-5592-01Z-00-DX1,178,5.0,7.8145,1.0,0.8165,170.4,147.2,146,170,149,172
TCGA-18-5592-01Z-00-DX1,179,28.0,19.6513,0.9111,0.7042,159.75,150.3214,148,157,154,164
TCGA-18-5592-01Z-00-DX1,180,12.0,13.1775,0.8684,0.8658,20.1667,150.25,149,18,153,23
TCGA-18-5592-01Z-00-DX1,181,16.0,14.2883,0.9849,0.6002,59.4375,150.625,149,57,153,62
TCGA-18-5592-01Z-00-DX1,182,14.0,15.629,0.7202,0.7895,171.4286,152.0714,150,169,155,174
TCGA-18-5592-01Z-00-DX1,184,11.0,12.6222,0.8676,0.8193,27.0,153.3636,152,25,156,30
TCGA-18-5592-01Z-00-DX1,185,5.0,9.9407,0.6358,0.9674,231.4,153.0,152,230,155,234
TCGA-18-5592-01Z-00-DX1,187,33.0,25.895,0.6184,0.8767,79.5758,157.1818,155,75,161,84
TCGA-18-5592-01Z-00-DX1,189,21.0,17.2951,0.8822,0.8147,60.2857,159.2857,158,58,162,64
TCGA-18-5592-01Z-00-DX1,190,11.0,12.3921,0.9001,0.7463,251.6364,159.6364,158,250,162,254
TCGA-18-5592-01Z-00-DX1,191,14.0,17.2951,0.5882,0.9741,47.9286,159.5714,159,44,161,52
TCGA-18-5592-01Z-00-DX1,193,9.0,11.2814,0.8886,0.8771,192.3333,162.6667,161,191,165,195
TCGA-18-5592-01Z-00-DX1,195,19.0,15.629,0.9775,0.7087,203.8421,164.0,162,202,167,207
TCGA-18-5592-01Z-00-DX1,196,16.0,14.2883,0.9849,0.6002,239.625,165.4375,163,238,168,242
TCGA-18-5592-01Z-00-DX1,197,8.0,10.496,0.9125,0.8843,249.875,165.75,164,249,168,252
TCGA-18-5592-01Z-00-DX1,198,20.0,16.7397,0.8969,0.6558,30.8,168.45,166,29,171,34
TCGA-18-5592-01Z-00-DX1,199,29.0,22.1028,0.746,0.907,70.8276,168.1034,166,67,171,76
TCGA-18-5592-01Z-00-DX1,200,13.0,12.9475,0.9745,0.8362,137.0,168.0,166,136,171,139
TCGA-18-5592-01Z-00-DX1,201,10.0,13.5029,0.6892,0.9564,46.1,167.4,167,44,169,50
TCGA-18-5592-01Z-00-DX1,205,9.0,11.8368,0.8072,0.9229,227.5556,170.6667,169,226,173,230
TCGA-18-5592-01Z-00-DX1,206,5.0,7.8145,1.0,0.8165,196.4,170.8,170,196,173,198
TCGA-18-5592-01Z-00-DX1,207,5.0,7.8145,1.0,0.8165,222.4,170.8,170,222,173,224
TCGA-18-5592-01Z-00-DX1,208,7.0,9.7106,0.9329,0.8887,182.2857,171.5714,171,181,173,185
TCGA-18-5592-01Z-00-DX1,211,16.0,15.399,0.8479,0.8889,113.125,174.75,172,112,178,115
TCGA-18-5592-01Z-00-DX1,212,16.0,16.4144,0.7462,0.9161,103.4375,176.0625,174,101,180,106
TCGA-18-5592-01Z-00-DX1,213,26.0,22.4281,0.6495,0.9515,120.9615,177.9615,174,120,183,123
TCGA-18-5592-01Z-00-DX1,214,5.0,7.8145,1.0,0.8165,211.6,175.2,174,211,177,213
TCGA-18-5592-01Z-00-DX1,215,21.0,21.5474,0.5684,0.9628,13.4286,177.0952,175,10,181,18
TCGA-18-5592-01Z-00-DX1,216,16.0,16.9698,0.6982,0.9407,164.6875,176.9375,175,162,180,168
TCGA-18-5592-01Z-00-DX1,217,5.0,7.8145,1.0,0.8165,5.4,176.8,176,5,179,7
TCGA-18-5592-01Z-00-DX1,218,12.0,15.0737,0.6637,0.7822,70.75,178.0,176,69,181,73
TCGA-18-5592-01Z-00-DX1,219,9.0,12.3921,0.7365,0.8883,53.7778,179.6667,178,52,182,56
TCGA-18-5592-01Z-00-DX1,221,10.0,11.6068,0.9328,0.7917,191.3,179.2,178,190,181,194
TCGA-18-5592-01Z-00-DX1,222,17.0,15.629,0.8746,0.7802,100.7647,181.1765,179,99,184,104
TCGA-18-5592-01Z-00-DX1,223,24.0,18.6359,0.8684,0.85,145.2917,182.375,179,144,186,148
TCGA-18-5592-01Z-00-DX1,225,7.0,9.7106,0.9329,0.8887,246.7143,180.4286,180,245,182,249
TCGA-18-5592-01Z-00-DX1,226,12.0,12.3921,0.982,0.795,39.8333,182.0833,181,38,184,43
TCGA-18-5592-01Z-00-DX1,229,5.0,7.8145,1.0,0.8165,215.8,183.6,183,215,185,218
TCGA-18-5592-01Z-00-DX1,230,6.0,9.9407,0.763,0.8997,43.8333,186.5,185,43,189,46
TCGA-18-5592-01Z-00-DX1,231,19.0,18.3105,0.7121,0.8953,31.2632,188.5263,186,29,192,35
TCGA-18-5592-01Z-00-DX1,232,10.0,11.0514,1.0,0.6831,124.8,187.5,186,124,190,127
TCGA-18-5592-01Z-00-DX1,233,18.0,15.629,0.926,0.7514,74.7778,188.7778,187,72,191,78
TCGA-18-5592-01Z-00-DX1,234,5.0,8.0446,0.9709,0.0,104.0,188.0,187,103,190,106
TCGA-18-5592-01Z-00-DX1,235,23.0,17.5251,0.9411,0.685,118.8261,189.4348,187,117,193,122
TCGA-18-5592-01Z-00-DX1,236,7.0,9.7106,0.9329,0.7239,208.2857,187.8571,187,207,190,210
TCGA-18-5592-01Z-00-DX1,238,15.0,13.5029,1.0,0.4899,53.6,189.4,188,52,192,56
TCGA-18-5592-01Z-00-DX1,239,10.0,11.0514,1.0,0.7906,131.0,189.5,188,130,192,133
TCGA-18-5592-01Z-00-DX1,241,15.0,13.7329,0.9995,0.7344,216.0667,191.7333,190,214,194,219
TCGA-18-5592-01Z-00-DX1,242,6.0,8.5999,1.0,0.6742,238.8333,191.1667,190,238,193,241
TCGA-18-5592-01Z-00-DX1,243,6.0,9.1553,0.8995,0.488,3.8333,192.3333,191,3,194,6
TCGA-18-5592-01Z-00-DX1,244,10.0,11.0514,1.0,0.6831,64.8,193.5,192,64,196,67
TCGA-18-5592-01Z-00-DX1,245,10.0,12.3921,0.8183,0.8501,88.6,194.2,192,88,197,91
TCGA-18-5592-01Z-00-DX1,247,45.0,33.9396,0.4909,0.668,72.3778,197.2667,194,69,202,77
TCGA-18-5592-01Z-00-DX1,251,22.0,24.2289,0.4709,0.9478,134.6364,199.9545,196,131,203,139
TCGA-18-5592-01Z-00-DX1,252,17.0,16.9698,0.7418,0.8405,179.3529,197.8235,196,177,201,183
TCGA-18-5592-01Z-00-DX1,253,7.0,9.7106,0.9329,0.7239,98.2857,198.1429,197,97,200,100
TCGA-18-5592-01Z-00-DX1,254,9.0,11.6068,0.8395,0.9294,219.7778,197.5556,197,218,199,223
TCGA-18-5592-01Z-00-DX1,255,10.0,11.6068,0.9328,0.7917,31.3,199.2,198,30,201,34
TCGA-18-5592-01Z-00-DX1,256,18.0,17.2951,0.7562,0.9272,194.8333,200.6667,198,194,205,197
TCGA-18-5592-01Z-00-DX1,257,24.0,19.6513,0.781,0.6762,228.1667,200.1667,198,225,203,232
TCGA-18-5592-01Z-00-DX1,258,24.0,20.762,0.6997,0.897,52.75,200.5417,199,49,203,58
TCGA-18-5592-01Z-00-DX1,261,7.0,9.1553,1.0,0.8165,91.0,204.0,203,90,206,93
TCGA-18-5592-01Z-00-DX1,262,5.0,7.8145,1.0,0.8165,158.4,204.2,203,158,206,160
TCGA-18-5592-01Z-00-DX1,264,22.0,18.8659,0.7767,0.9041,65.2273,206.4545,205,62,209,70
TCGA-18-5592-01Z-00-DX1,265,21.0,17.5251,0.8592,0.8235,168.5238,207.2381,205,166,210,172
TCGA-18-5592-01Z-00-DX1,266,37.0,30.4727,0.5007,0.9752,29.7838,208.4595,206,24,212,37
TCGA-18-5592-01Z-00-DX1,267,8.0,11.0514,0.8231,0.8898,181.5,208.25,207,180,210,184
TCGA-18-5592-01Z-00-DX1,270,7.0,9.9407,0.8902,0.7269,166.4286,211.1429,210,165,213,169
TCGA-18-5592-01Z-00-DX1,271,12.0,13.7329,0.7996,0.8813,121.9167,213.4167,211,120,216,124
TCGA-18-5592-01Z-00-DX1,272,28.0,22.8882,0.6717,0.9211,4.5357,215.8571,212,2,220,9
TCGA-18-5592-01Z-00-DX1,273,38.0,25.3397,0.7437,0.9141,45.0526,214.9737,212,41,219,50
TCGA-18-5592-01Z-00-DX1,274,41.0,36.391,0.389,0.8687,114.561,217.0,212,110,222,119
TCGA-18-5592-01Z-00-DX1,275,21.0,18.3105,0.7871,0.7581,177.3333,215.0,212,175,218,181
TCGA-18-5592-01Z-00-DX1,277,5.0,7.8145,1.0,0.8165,24.6,214.2,213,24,216,26
TCGA-18-5592-01Z-00-DX1,278,7.0,9.7106,0.9329,0.7239,56.8571,215.2857,214,56,217,59
TCGA-18-5592-01Z-00-DX1,279,15.0,15.0737,0.8296,0.8926,127.4,216.6667,214,126,220,130
TCGA-18-5592-01Z-00-DX1,281,8.0,10.266,0.9539,0.8944,30.5,216.5,215,30,219,32
TCGA-18-5592-01Z-00-DX1,283,10.0,11.0514,1.0,0.7906,91.5,218.0,217,90,220,94
TCGA-18-5592-01Z-00-DX1,285,13.0,14.2883,0.8002,0.8243,77.7692,222.9231,221,76,226,80
TCGA-18-5592-01Z-00-DX1,286,27.0,19.4213,0.8995,0.6609,136.3333,222.8889,221,133,226,140
TCGA-18-5592-01Z-00-DX1,287,7.0,9.7106,0.9329,0.7239,212.8571,221.7143,221,212,224,215
TCGA-18-5592-01Z-00-DX1,288,18.0,15.629,0.926,0.7514,164.2222,224.2222,222,163,228,167
TCGA-18-5592-01Z-00-DX1,289,15.0,13.7329,0.9995,0.5527,236.7333,223.6667,222,235,227,239
TCGA-18-5592-01Z-00-DX1,292,6.0,8.3699,1.0,0.7906,62.0,224.5,224,61,226,64
TCGA-18-5592-01Z-00-DX1,294,6.0,8.5999,1.0,0.6742,252.1667,226.8333,226,251,229,254
TCGA-18-5592-01Z-00-DX1,295,10.0,12.1621,0.8496,0.9354,36.0,227.5,227,34,229,39
TCGA-18-5592-01Z-00-DX1,297,27.0,22.3328,0.6803,0.9474,189.2222,230.0,227,186,234,194
TCGA-18-5592-01Z-00-DX1,298,9.0,11.0514,0.926,0.7889,90.6667,229.0,228,89,231,93
TCGA-18-5592-01Z-00-DX1,301,23.0,25.5697,0.4421,0.9672,38.1739,233.5652,232,34,237,44
TCGA-18-5592-01Z-00-DX1,302,13.0,14.8436,0.7414,0.7884,169.1538,233.3077,232,168,237,172
TCGA-18-5592-01Z-00-DX1,304,6.0,9.1553,0.8995,0.8165,236.6667,234.6667,234,236,237,239
TCGA-18-5592-01Z-00-DX1,305,14.0,12.9475,1.0,0.2037,242.2857,235.5,234,241,238,245
TCGA-18-5592-01Z-00-DX1,308,15.0,15.629,0.7717,0.8936,99.8,239.0,236,99,243,102
TCGA-18-5592-01Z-00-DX1,309,9.0,10.266,1.0,0.0,252.0,239.0,238,251,241,254
TCGA-18-5592-01Z-00-DX1,311,10.0,11.0514,1.0,0.6831,127.8,241.5,240,127,244,130
TCGA-18-5592-01Z-00-DX1,312,7.0,9.7106,0.9329,0.8887,175.2857,240.4286,240,174,242,178
TCGA-18-5592-01Z-00-DX1,313,12.0,12.3921,0.982,0.5907,216.9167,243.6667,242,215,246,219
TCGA-18-5592-01Z-00-DX1,314,17.0,19.6513,0.5532,0.9422,136.9412,246.7059,243,136,251,139
TCGA-18-5592-01Z-00-DX1,315,8.0,10.496,0.9125,0.8843,82.125,245.25,244,81,248,84
TCGA-18-5592-01Z-00-DX1,316,19.0,18.0805,0.7304,0.9232,114.9474,248.9474,245,114,253,117
TCGA-18-5592-01Z-00-DX1,317,14.0,14.2883,0.8617,0.7863,46.7143,248.1429,246,45,251,49
TCGA-18-5592-01Z-00-DX1,318,7.0,9.7106,0.9329,0.7239,179.1429,246.7143,246,178,249,181
TCGA-18-5592-01Z-00-DX1,319,14.0,14.2883,0.8617,0.8094,97.6429,248.5714,247,96,252,100
TCGA-18-5592-01Z-00-DX1,320,8.0,10.496,0.9125,0.7951,195.75,248.0,247,194,250,198
TCGA-18-5592-01Z-00-DX1,321,13.0,12.9475,0.9745,0.5081,206.5385,249.1538,248,205,252,209
TCGA-21-5784-01Z-00-DX1,1,8.0,11.0514,0.8231,0.9325,22.5,4.0,2,22,7,24
TCGA-21-5784-01Z-00-DX1,2,20.0,20.762,0.583,0.9608,181.65,8.35,4,180,13,184
TCGA-21-5784-01Z-00-DX1,3,20.0,16.9698,0.8727,0.8068,43.4,7.75,5,42,12,46
